gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,productivity,final_result
1,1,5.0,0,0,60,1,192.11643150953157,0
0,1,65.0,0,0,90,0,6.017830648521584,0
1,4,25.0,1,0,60,0,29.67449773185988,0
1,1,35.0,1,0,60,0,163.7714320082793,1
1,1,25.0,1,0,270,0,33.16183284819748,0
1,3,95.0,1,0,30,0,107.8282786668098,0
1,1,85.0,0,0,150,0,1.3560998106439552,0
1,1,85.0,0,0,150,0,0.0,0
1,1,85.0,0,0,150,0,1.3560998106439552,0
1,1,85.0,0,0,150,0,0.0,0
1,1,75.0,0,0,60,0,312.38895867269713,1
1,2,15.0,0,0,30,0,58.2251705923561,0
0,1,5.0,0,0,90,0,270.794022158757,1
1,1,25.0,1,0,30,0,38.37978053210424,0
1,2,55.0,0,0,60,0,338.20554097428044,1
0,2,25.0,0,0,30,0,28.406823592273817,0
1,3,85.0,0,0,120,0,113.17829841553056,0
1,3,85.0,0,0,120,0,146.39821730284132,0
1,3,85.0,0,0,120,0,113.17829841553056,0
1,3,85.0,0,0,120,0,146.39821730284132,0
1,2,85.0,0,0,60,0,290.8369424879908,1
0,2,5.0,0,1,60,0,180.4139993263264,1
1,1,85.0,1,0,30,0,172.58586479396584,1
1,1,15.0,1,1,30,0,567.8236999107277,0
1,1,25.0,1,0,30,0,101.33548488898244,0
1,3,75.0,0,0,90,0,215.088783933588,1
1,2,85.0,0,0,60,1,182.64787820353558,0
0,1,45.0,0,0,30,0,414.9952676172104,1
1,3,15.0,1,0,60,0,34.720877641800826,0
1,1,5.0,0,1,30,1,196.93634352541798,1
1,1,65.0,1,0,90,0,14.610356260694404,0
1,1,65.0,1,0,90,0,325.1736591972895,0
1,1,65.0,1,0,90,0,14.610356260694404,1
1,1,65.0,1,0,90,0,325.1736591972895,1
0,3,15.0,0,0,60,0,206.30191667310962,1
1,1,25.0,0,0,60,0,84.8774033863188,0
1,2,55.0,0,0,90,0,352.57629086082466,1
1,4,25.0,1,0,60,0,304.1177240308878,1
1,3,95.0,1,0,60,0,272.820438270347,1
0,2,55.0,0,0,130,0,144.27630586144718,0
0,2,45.0,0,0,60,1,13.00427280208744,0
1,3,55.0,0,0,30,0,145.58668442489702,0
1,2,25.0,1,0,120,0,383.4236127352945,1
1,2,65.0,1,1,60,0,33.85348672660285,0
1,3,35.0,1,1,60,0,46.03650176973019,0
0,1,65.0,0,0,60,0,169.2267015674766,1
0,2,65.0,0,0,60,0,231.9586574119347,1
1,1,5.0,1,0,60,0,164.78382208531866,0
1,1,5.0,0,1,30,0,436.03448194123774,0
1,2,15.0,0,0,120,0,24.1150794773946,0
0,2,85.0,0,1,90,0,337.49593920703654,1
0,1,35.0,0,0,90,0,32.17932521321534,0
1,0,25.0,0,0,120,0,16.822027187472813,0
1,0,25.0,0,0,120,0,51.73682946529969,0
1,0,25.0,0,0,120,0,16.822027187472813,0
1,0,25.0,0,0,120,0,51.73682946529969,0
1,2,65.0,2,0,60,0,309.39670970704634,1
1,1,35.0,0,0,90,0,31.00417282970869,0
1,2,85.0,0,0,90,0,255.93898718859413,1
1,1,15.0,0,0,30,0,377.53534782180986,0
1,1,35.0,0,0,150,0,245.1731204021811,0
1,1,35.0,0,2,150,0,245.1731204021811,1
1,2,55.0,0,0,90,0,347.00770972479063,1
0,2,5.0,1,0,30,0,303.77203981101746,1
0,1,25.0,0,0,180,0,300.51520477668964,1
0,2,15.0,0,0,30,0,275.8722063719339,0
1,1,65.0,0,0,30,0,200.31676835140345,1
0,2,85.0,1,0,120,0,381.6673990548274,0
1,3,35.0,0,0,60,0,202.2405117361733,0
1,2,25.0,0,0,150,1,37.75231351786884,0
1,2,45.0,0,0,120,1,74.31882177459366,0
1,1,35.0,1,0,30,0,244.0825523745136,1
1,1,15.0,0,0,60,0,37.94244036450671,0
1,2,45.0,0,0,150,0,57.23707593224545,0
1,2,45.0,0,0,150,0,266.8091974554131,0
1,2,45.0,0,0,150,0,57.23707593224545,1
1,2,45.0,0,0,150,0,266.8091974554131,1
1,3,95.0,1,0,90,0,531.4130358198245,1
1,2,75.0,1,0,30,0,247.66210777897155,1
0,1,5.0,0,0,120,1,120.83941798488225,0
0,3,85.0,1,0,60,0,90.60184056026037,0
0,2,35.0,0,0,30,0,227.0314349949834,0
1,3,65.0,0,0,30,0,328.8995326708537,1
1,1,25.0,0,0,180,0,199.31278712859475,0
1,1,25.0,0,0,180,0,177.94877817105527,0
1,1,25.0,0,0,180,0,199.31278712859475,0
1,1,25.0,0,0,180,0,177.94877817105527,0
0,1,75.0,1,0,30,0,226.8767054349916,0
1,2,55.0,0,0,60,0,322.28663891702763,1
0,1,65.0,1,0,60,0,271.99758536563434,0
1,2,5.0,0,0,30,0,110.05837832163364,0
1,2,35.0,1,0,60,0,193.84955930335687,0
0,2,45.0,0,1,90,0,286.6253720806618,1
1,2,55.0,0,1,120,0,200.98687337049012,0
0,1,35.0,0,0,120,0,75.61320354913144,0
0,1,35.0,0,0,120,0,24.746122848376352,0
0,1,35.0,0,0,120,0,75.61320354913144,0
0,1,35.0,0,0,120,0,24.746122848376352,0
1,3,85.0,0,0,30,0,364.53565630920303,1
1,2,65.0,0,1,60,0,47.175589058980286,0
1,2,85.0,1,0,60,0,218.15950780023525,0
1,2,85.0,1,0,60,0,225.60337091889983,0
1,2,85.0,1,0,60,0,218.15950780023525,0
1,2,85.0,1,0,60,0,225.60337091889983,0
1,3,85.0,0,0,30,0,337.6580075686656,1
1,2,15.0,0,0,90,0,70.50989721941957,0
1,2,35.0,0,0,60,0,32.505309728318736,0
1,2,5.0,0,0,60,0,239.75264354016758,0
0,2,5.0,0,0,60,0,288.17602230652625,0
1,2,65.0,0,0,60,0,118.89013771238308,0
1,1,25.0,0,0,150,0,43.48419253015974,0
1,1,25.0,0,2,150,0,43.48419253015974,0
0,4,95.0,1,0,60,0,259.7370105921379,1
0,1,5.0,0,0,60,1,84.57617584135483,0
0,1,45.0,0,1,60,1,207.6374754620179,1
1,3,55.0,1,0,60,0,221.42609475568335,1
1,2,25.0,0,0,60,0,37.16664105048521,0
0,1,25.0,1,0,120,0,372.13723847963735,1
1,2,25.0,0,0,90,0,62.77169070681664,0
0,3,75.0,0,0,170,0,288.2888009715249,0
1,1,15.0,0,0,30,1,128.39317083564086,0
0,1,25.0,0,0,210,0,49.12822133925707,0
0,0,55.0,0,0,60,0,155.57398758140843,0
1,3,75.0,0,0,40,0,205.755964437054,1
0,1,5.0,0,0,30,0,137.37174639872921,0
0,3,35.0,0,0,60,0,89.06912361735588,0
1,2,25.0,0,0,90,0,83.25599728303263,0
1,2,25.0,0,0,90,0,310.2650637542058,0
1,2,25.0,0,0,90,0,83.25599728303263,1
1,2,25.0,0,0,90,0,310.2650637542058,1
1,3,85.0,1,0,60,0,22.980412030214328,0
1,2,25.0,1,0,30,0,332.309355829263,0
1,2,75.0,0,0,90,0,260.8522771027289,1
1,2,65.0,1,0,60,0,317.44915143224125,0
1,2,35.0,0,0,60,0,260.37460587497435,1
0,1,95.0,1,0,60,0,270.3480414418704,0
1,2,35.0,1,0,60,0,220.2589434877656,1
0,2,45.0,0,0,30,0,89.06837708397131,0
0,2,35.0,0,0,120,0,396.0890037341665,1
0,2,35.0,0,0,120,0,149.1478507174271,1
0,2,35.0,0,0,120,0,396.0890037341665,0
0,2,35.0,0,0,120,0,149.1478507174271,0
1,1,65.0,0,0,60,0,33.96300808108424,0
1,2,45.0,0,0,30,0,213.70810069521062,1
1,2,15.0,0,0,30,0,282.8553685762663,1
1,3,5.0,0,0,90,0,235.07532129809243,0
1,3,5.0,0,0,90,0,83.2355632120418,0
1,3,5.0,0,0,90,0,235.07532129809243,0
1,3,5.0,0,0,90,0,83.2355632120418,0
1,3,15.0,0,0,60,0,208.2450811015033,0
0,2,75.0,0,0,90,0,180.99298801120233,1
1,2,45.0,1,0,60,1,13.442005058770066,0
1,2,85.0,0,0,60,0,256.54571904960017,1
1,3,75.0,0,0,90,0,235.22955148061726,0
0,2,25.0,0,1,60,0,163.67538223761915,0
1,2,65.0,0,0,30,0,281.59974686922726,1
1,1,75.0,0,0,30,1,426.06253686502976,1
1,1,25.0,0,0,60,1,234.0815775650655,1
1,1,45.0,0,1,60,0,67.735235986991,0
0,2,5.0,0,0,90,0,86.97280324053172,0
0,3,45.0,1,0,120,0,235.38524632153667,1
1,1,45.0,0,0,30,0,162.23655410553891,0
1,3,65.0,0,0,90,0,265.28500405243517,1
1,3,65.0,0,0,90,0,106.49255571720768,1
1,3,65.0,0,0,90,0,265.28500405243517,1
1,3,65.0,0,0,90,0,106.49255571720768,1
1,3,85.0,1,0,60,0,196.03737461777854,0
1,4,95.0,1,0,30,0,396.5745722957299,1
1,2,25.0,1,0,60,0,67.52196943929607,0
1,1,65.0,1,1,30,0,274.94245818269985,0
1,2,65.0,0,0,120,1,192.791210443723,0
1,2,85.0,0,0,30,0,104.12442968784862,0
0,2,55.0,0,0,60,1,103.7941797750767,0
0,2,55.0,0,0,60,1,119.12422528425455,0
0,2,55.0,0,0,60,1,103.7941797750767,0
0,2,55.0,0,0,60,1,119.12422528425455,0
1,4,35.0,1,1,90,0,191.97341914955086,1
0,1,55.0,1,0,60,0,17.430344506663985,0
1,3,45.0,0,0,60,0,19.83639005328384,0
1,1,55.0,0,0,120,0,209.4598290471373,0
1,3,45.0,0,0,60,0,251.00117895309532,0
1,2,35.0,0,0,60,0,419.10673901290033,1
1,2,15.0,0,0,90,0,26.318906288298603,0
1,2,65.0,0,1,30,0,252.2149062436238,1
1,3,55.0,1,1,70,0,188.8154948632888,1
1,2,55.0,1,0,30,0,96.86326544268307,0
0,1,65.0,1,0,150,0,224.9533339995624,1
1,1,35.0,0,0,210,0,322.7585824992645,1
1,2,45.0,1,0,30,0,57.50123530762269,0
1,1,25.0,0,0,60,0,7.6473379536789,0
1,1,25.0,0,0,60,0,9.683434370597936,0
1,1,25.0,0,0,60,0,7.6473379536789,0
1,1,25.0,0,0,60,0,9.683434370597936,0
1,2,95.0,0,0,60,0,212.28787921446403,1
1,3,5.0,1,0,30,0,53.78319721795904,0
1,2,65.0,1,0,60,0,93.11172917124098,0
1,1,85.0,0,0,60,0,289.5870101959052,0
0,3,45.0,0,1,60,0,426.00314702883264,1
0,1,5.0,0,0,60,0,9.605986868820835,0
0,3,75.0,0,0,30,0,6.765099249149023,0
0,2,25.0,0,0,60,0,310.64531755453964,1
1,2,75.0,0,0,60,0,304.29549007028567,1
0,3,25.0,1,0,120,1,0.0,0
0,3,85.0,0,0,60,0,559.5627499071171,1
0,2,55.0,1,0,210,0,310.5956168653916,1
1,3,55.0,0,0,120,0,19.49750776352619,0
1,2,45.0,1,0,180,0,215.60626222279598,0
1,2,45.0,1,0,180,0,15.760710643876436,0
1,2,45.0,1,0,180,0,215.60626222279598,0
1,2,45.0,1,0,180,0,15.760710643876436,0
0,2,85.0,0,0,90,1,285.69816725503864,1
0,2,85.0,0,0,90,1,199.5469556398325,1
0,2,85.0,0,0,90,1,285.69816725503864,1
0,2,85.0,0,0,90,1,199.5469556398325,1
1,2,55.0,1,0,30,0,77.09086318089915,0
0,2,85.0,0,0,60,1,40.19089809240002,0
0,3,75.0,0,0,150,0,838.3038685085937,0
1,2,55.0,0,0,90,0,17.525657160446606,0
1,2,55.0,0,0,90,0,281.49541148278456,0
1,2,55.0,0,0,90,0,17.525657160446606,1
1,2,55.0,0,0,90,0,281.49541148278456,1
1,3,85.0,1,0,60,0,361.22980726483354,1
1,2,95.0,0,0,220,0,124.26668507544113,1
0,2,45.0,1,0,60,0,198.6033695609349,0
1,1,45.0,0,1,150,0,100.01541643035208,0
1,2,55.0,0,1,30,0,147.72322471723157,0
0,1,35.0,1,1,60,1,19.152659485946472,0
1,1,15.0,0,0,60,0,289.14449600228716,1
1,2,25.0,0,0,60,0,186.36157781568176,1
1,3,35.0,1,0,30,0,283.4172148606104,1
1,1,25.0,0,0,30,0,177.7417714995189,0
1,2,85.0,0,0,30,0,38.06368931730665,0
1,2,5.0,0,0,60,0,34.36740910049255,0
0,2,95.0,0,0,120,0,11.098615649410217,0
0,2,95.0,0,0,120,0,5.732583134280306,0
0,2,95.0,0,0,120,0,11.098615649410217,0
0,2,95.0,0,0,120,0,5.732583134280306,0
1,1,75.0,0,0,30,0,96.28127578493637,0
1,1,25.0,1,0,55,0,37.80270662899033,0
1,1,15.0,0,1,90,0,25.979102564435827,0
1,2,65.0,0,0,60,0,269.17367184087607,0
1,2,95.0,0,0,90,1,33.63190242298768,0
1,3,75.0,0,0,30,0,312.0522405399888,1
1,1,65.0,0,0,120,0,26.211612936888915,0
0,1,45.0,0,0,150,0,120.77202945397072,0
0,1,45.0,0,0,150,0,189.2324214350877,0
0,1,45.0,0,0,150,0,120.77202945397072,1
0,1,45.0,0,0,150,0,189.2324214350877,1
0,3,25.0,1,0,60,0,471.0456948561472,1
1,2,75.0,0,0,150,0,13.553795477512011,0
1,2,75.0,0,0,150,0,13.553795477512011,0
1,1,85.0,0,1,30,0,310.5530326446693,1
1,1,65.0,1,0,90,0,82.84410791567385,0
1,2,35.0,0,0,60,0,33.18923228849058,0
0,4,25.0,1,1,60,0,215.95819737406362,0
1,1,95.0,0,0,150,0,4.6120642912083385,0
1,1,95.0,0,0,150,0,146.5540030310271,0
1,1,95.0,0,0,150,0,4.6120642912083385,1
1,1,95.0,0,0,150,0,146.5540030310271,1
1,3,75.0,1,0,60,0,293.4908399986946,1
1,2,55.0,0,0,30,0,475.5473533703757,1
1,2,65.0,0,0,180,0,361.23958620922076,1
1,2,65.0,0,0,180,0,241.597861580059,1
1,2,65.0,0,0,180,0,361.23958620922076,1
1,2,65.0,0,0,180,0,241.597861580059,1
1,2,95.0,1,0,30,0,187.58466825895215,0
1,2,25.0,0,0,60,0,300.7736475001126,1
1,3,85.0,0,0,30,0,236.59186135139146,1
1,3,95.0,0,0,30,0,294.0288728411024,1
1,3,85.0,0,1,30,0,172.10095859214073,1
1,1,25.0,1,0,30,0,192.07692762078057,0
1,2,25.0,1,0,60,0,264.63110177647565,0
1,2,25.0,0,0,180,0,322.17380559887,1
1,2,25.0,0,0,180,0,38.703204736705004,1
1,2,25.0,0,0,180,0,322.17380559887,0
1,2,25.0,0,0,180,0,38.703204736705004,0
1,2,35.0,1,0,90,0,119.28020678890759,0
1,3,25.0,0,0,60,0,243.56259787791785,1
0,2,15.0,0,0,120,0,100.66942601074734,0
1,1,65.0,0,0,90,0,361.29378403416337,1
1,2,15.0,0,0,60,0,44.977378116196576,0
0,2,45.0,1,0,120,0,370.0144875495787,1
1,2,5.0,0,0,60,0,76.43535304780768,0
1,3,65.0,0,0,60,0,101.46776080416723,0
1,3,65.0,0,0,60,0,453.63742934714105,0
1,3,65.0,0,1,60,0,101.46776080416723,1
1,3,65.0,0,1,60,0,453.63742934714105,1
1,2,75.0,0,0,60,0,229.58685484309106,1
1,2,55.0,1,0,60,0,798.5108739713304,0
1,2,35.0,1,0,30,0,274.21777626050186,1
0,2,15.0,0,0,90,0,267.2543972972282,0
1,2,45.0,0,0,60,0,14.666688753406815,0
0,2,85.0,0,0,30,0,188.2702474212496,0
0,2,55.0,0,0,90,0,18.021395842558924,0
1,1,65.0,0,0,60,0,25.964652738056913,0
1,1,35.0,1,0,180,0,39.80517222795,0
0,2,85.0,0,1,30,0,213.16420264776627,0
0,1,65.0,1,1,30,0,48.70464849252132,0
1,1,75.0,0,0,30,0,83.0117226947102,0
0,2,75.0,0,0,60,0,241.21759908464787,1
0,2,75.0,0,0,60,0,309.2011730652286,1
0,2,75.0,0,0,60,0,241.21759908464787,1
0,2,75.0,0,0,60,0,309.2011730652286,1
0,1,95.0,0,0,90,0,257.07773590543894,1
0,3,25.0,1,0,60,0,215.3406322983669,1
0,2,75.0,0,1,30,0,18.458433160998432,0
1,1,65.0,0,0,30,0,211.3590874593395,0
1,2,15.0,0,0,30,0,18.177127630674946,0
1,2,65.0,0,0,30,0,28.766169609733065,0
1,3,75.0,0,0,60,0,220.1190355632471,1
0,2,95.0,1,1,60,0,80.79743107038335,0
0,3,75.0,1,0,30,0,29.076445120388726,0
1,2,55.0,0,0,30,0,272.7160395393705,0
1,1,65.0,0,0,30,0,293.9236976415365,1
1,2,5.0,0,0,60,0,88.03046843513394,0
1,2,5.0,0,0,60,0,88.03046843513394,0
1,1,5.0,0,0,120,0,14.815458227442797,0
1,1,15.0,1,0,90,1,29.00242869057467,0
1,3,45.0,1,0,30,0,34.69087101836478,0
1,2,75.0,1,1,30,0,239.3166847023213,1
1,1,75.0,0,0,30,1,73.70179791298341,0
0,2,75.0,0,0,60,0,103.41652412230098,0
1,1,45.0,0,0,90,0,221.79747659546712,1
1,2,55.0,1,0,60,0,168.33523524878046,0
0,2,35.0,0,0,90,0,174.31703169324715,0
0,1,25.0,1,0,60,0,211.69934938766696,0
0,1,55.0,0,0,30,0,31.73694686475522,0
0,1,55.0,0,0,30,0,213.48696241378704,1
1,2,85.0,0,0,60,0,173.80241188261485,1
1,1,75.0,0,0,60,0,69.68107926508803,0
1,1,75.0,0,0,60,0,161.25462662923903,0
1,1,75.0,0,1,60,0,69.68107926508803,0
1,1,75.0,0,1,60,0,161.25462662923903,0
1,2,55.0,0,0,150,0,243.29616492517502,1
0,1,5.0,0,0,120,0,60.421640424376385,0
0,2,85.0,0,0,30,0,91.57458672479784,0
1,3,25.0,0,0,60,0,351.4416641171898,1
0,3,95.0,0,0,90,0,372.33089116958297,1
1,2,75.0,0,0,90,0,28.35462813325283,0
1,2,25.0,0,0,120,0,261.40982132391724,1
1,2,65.0,0,0,60,0,361.6145223385917,1
1,1,25.0,1,0,60,0,69.077468803845,0
0,2,55.0,0,0,120,0,304.20554566628465,1
0,1,55.0,0,0,90,0,321.708924747424,0
1,2,85.0,0,1,30,0,219.766774092647,0
1,1,75.0,0,0,120,0,9.15475416434127,0
1,1,75.0,0,1,120,0,9.15475416434127,0
1,2,35.0,0,0,90,0,0.0,0
1,2,35.0,0,0,90,0,75.15353494269509,0
1,2,35.0,0,0,90,0,0.0,0
1,2,35.0,0,0,90,0,75.15353494269509,0
1,3,95.0,0,0,60,0,264.8881092732896,0
1,3,25.0,0,1,60,0,187.86133800534927,1
1,2,25.0,0,0,150,0,22.58705152408619,0
1,2,25.0,0,0,150,0,142.85479747299416,0
1,2,25.0,0,0,150,0,22.58705152408619,0
1,2,25.0,0,0,150,0,142.85479747299416,0
1,2,45.0,1,0,60,0,41.533796758768155,0
1,2,45.0,1,0,60,0,286.36490457647517,0
1,2,45.0,1,0,60,0,41.533796758768155,1
1,2,45.0,1,0,60,0,286.36490457647517,1
1,1,65.0,0,0,120,0,41.30552281525689,0
1,2,5.0,0,0,60,0,316.6653330212182,1
0,2,95.0,1,0,60,0,346.19556487647765,1
1,2,55.0,0,0,30,0,30.041637771599607,0
0,2,45.0,0,0,30,0,626.5341038328991,1
1,2,35.0,0,1,120,0,163.47877312198196,1
1,3,35.0,1,0,120,0,323.8259113740896,1
1,1,15.0,1,0,60,1,321.1208035869345,1
1,2,15.0,0,0,150,0,325.27009528093674,1
1,3,75.0,0,0,60,0,313.02310468759015,1
1,2,75.0,0,0,60,0,60.0252807344798,0
1,1,35.0,0,0,60,0,169.2441984149596,0
1,2,5.0,1,0,30,0,300.5100458211004,0
1,2,45.0,0,1,30,1,14.592122160759175,0
0,1,35.0,1,1,120,0,36.52159076016605,0
1,2,45.0,0,1,30,0,289.0634524406218,1
1,1,95.0,0,0,60,0,510.5687138067453,1
1,2,85.0,0,0,120,0,161.32892253616708,1
1,2,85.0,0,0,120,0,371.1885640379593,1
1,2,85.0,0,0,120,0,161.32892253616708,1
1,2,85.0,0,0,120,0,371.1885640379593,1
1,2,95.0,1,0,120,0,33.75864776169324,0
1,2,95.0,1,0,120,0,12.453604374026096,0
1,2,95.0,1,0,120,0,33.75864776169324,0
1,2,95.0,1,0,120,0,12.453604374026096,0
1,2,35.0,0,0,60,0,245.8321688072039,1
0,3,55.0,0,0,30,0,83.41742547286172,0
0,2,75.0,0,0,150,1,37.342840232532396,0
1,3,25.0,0,0,60,0,227.59323071326648,1
1,2,65.0,0,0,90,0,54.526436059551784,0
1,3,45.0,0,0,120,0,48.052130905454575,0
1,1,25.0,0,0,90,0,3.286335345030997,0
1,1,25.0,0,2,90,0,3.286335345030997,0
1,1,15.0,1,0,30,0,52.80485188759396,0
0,3,25.0,0,1,30,0,55.13959513615432,0
1,2,25.0,1,0,60,0,224.9589288173035,0
1,3,75.0,0,0,90,0,20.552477761122827,0
1,3,35.0,1,0,60,0,47.49988072576142,0
1,1,15.0,1,0,60,0,30.868265257380443,0
1,3,95.0,2,0,30,0,540.9632989574485,1
1,1,25.0,0,0,90,1,86.4827699607865,0
1,1,25.0,0,0,90,1,76.62765459662455,0
1,1,25.0,0,1,90,1,86.4827699607865,0
1,1,25.0,0,1,90,1,76.62765459662455,0
1,1,75.0,0,0,90,0,160.99777285538627,0
1,3,55.0,1,0,30,0,269.1829753721299,0
1,1,75.0,1,0,60,0,207.51810626047023,1
0,1,45.0,0,0,150,1,150.432147281911,0
1,2,35.0,0,0,30,0,14.848073887866244,0
0,2,55.0,0,0,60,0,492.03464035426384,1
0,2,45.0,0,1,120,0,178.66660933131374,1
1,1,25.0,0,0,30,0,97.43609817652677,0
1,2,55.0,0,0,150,0,56.55325250314583,0
0,2,85.0,0,0,60,0,268.5062575915311,0
1,3,95.0,0,0,60,0,212.0679658268537,1
0,2,55.0,1,1,30,0,231.96975008151986,0
1,1,15.0,1,0,60,0,267.2935016376116,1
1,2,45.0,0,0,120,0,87.08696691650444,0
1,2,5.0,0,0,60,0,376.6706210235384,1
1,1,35.0,0,0,60,0,49.746456606199246,0
1,1,65.0,0,0,60,0,50.18056051465002,0
0,2,25.0,0,0,120,0,180.39121620136433,1
0,2,85.0,0,0,120,0,47.30032448939875,0
0,2,85.0,0,0,120,0,28.21322673776012,0
0,2,85.0,0,0,120,0,47.30032448939875,0
0,2,85.0,0,0,120,0,28.21322673776012,0
0,1,85.0,0,0,60,0,324.03443481272694,1
1,3,75.0,0,0,30,0,70.01311031072541,0
0,2,95.0,2,0,60,0,27.29589544539105,0
1,1,35.0,1,0,90,0,260.86875462512927,0
1,1,35.0,1,0,90,0,351.8990714284069,0
1,1,35.0,1,0,90,0,260.86875462512927,1
1,1,35.0,1,0,90,0,351.8990714284069,1
1,2,15.0,0,1,60,0,202.15829186600826,1
1,3,45.0,0,0,90,0,37.520910169299185,0
1,3,45.0,0,0,90,0,55.965377895497944,0
1,3,45.0,0,0,90,0,37.520910169299185,0
1,3,45.0,0,0,90,0,55.965377895497944,0
0,1,85.0,0,0,120,0,0.0,0
1,3,15.0,0,0,120,0,277.0401265620938,1
1,3,15.0,0,0,120,0,217.31235967908052,1
1,3,15.0,0,0,120,0,277.0401265620938,1
1,3,15.0,0,0,120,0,217.31235967908052,1
1,3,65.0,0,0,60,0,236.19418258354298,1
0,1,45.0,0,0,60,0,201.50077351810603,0
1,1,5.0,0,0,60,0,198.14368100753825,1
1,1,5.0,0,0,90,0,268.61588238279893,1
0,2,75.0,0,0,30,0,144.2343990119508,0
1,2,65.0,0,0,90,0,255.05883602714619,0
1,2,5.0,0,0,60,1,233.35792480838813,1
1,3,25.0,1,0,30,0,134.17232267134634,0
1,1,25.0,0,1,30,0,114.57786253646843,0
1,1,45.0,0,0,30,0,87.79529163795567,0
1,2,15.0,0,0,120,0,164.17323613466425,1
1,2,15.0,0,0,120,0,131.4143271808179,1
1,2,15.0,0,0,120,0,164.17323613466425,1
1,2,15.0,0,0,120,0,131.4143271808179,1
1,2,95.0,0,0,90,0,20.33371156409747,0
1,2,95.0,0,0,90,0,6.710723445802291,0
1,2,95.0,0,0,90,0,20.33371156409747,0
1,2,95.0,0,0,90,0,6.710723445802291,0
1,1,55.0,0,0,60,0,411.7014000226014,1
1,1,55.0,0,0,60,0,332.81838546835525,1
1,1,55.0,0,0,60,0,411.7014000226014,1
1,1,55.0,0,0,60,0,332.81838546835525,1
1,2,35.0,1,0,60,1,297.6331829793641,1
1,1,15.0,0,0,60,0,63.468781489423115,0
1,3,65.0,0,0,30,0,62.959301105637635,0
1,3,95.0,1,0,30,0,80.22724534440675,0
0,2,5.0,0,0,60,0,8.48528137423857,0
0,2,5.0,0,0,60,0,12.247448713915892,0
0,2,5.0,0,0,60,0,8.48528137423857,0
0,2,5.0,0,0,60,0,12.247448713915892,0
1,1,65.0,0,0,30,0,17.099570776322135,0
0,2,25.0,0,0,90,0,16.542884004241095,0
1,1,45.0,1,0,30,0,30.708661300236358,0
1,2,5.0,0,0,30,1,60.1895378589583,0
1,3,45.0,1,1,90,0,331.6134102337548,0
1,1,65.0,0,0,150,0,279.32664480419294,0
1,1,95.0,1,0,60,0,35.469295158479134,0
0,2,75.0,1,0,30,0,249.3330829161775,0
1,1,35.0,0,0,90,0,198.68817604358208,0
0,2,75.0,1,0,30,0,66.31697848630374,0
1,3,95.0,0,0,60,0,292.1606189452358,1
1,3,85.0,1,0,30,0,18.260888176094014,0
1,2,45.0,0,0,90,0,30.258574567188106,0
1,2,35.0,0,0,60,0,0.0,0
0,2,75.0,1,0,30,0,90.64035711655286,0
1,2,45.0,0,0,90,0,42.853799835063136,0
1,1,15.0,0,0,30,0,111.20879670522777,0
0,2,55.0,0,0,150,0,254.90452464749828,1
1,2,95.0,0,0,30,0,375.0355442567592,0
1,1,65.0,0,1,60,0,297.53821985788994,1
1,1,95.0,0,1,30,0,153.87653637997954,0
1,3,75.0,0,0,30,0,105.48938118220396,0
1,1,35.0,0,0,60,0,82.75461364608421,0
1,1,35.0,0,0,60,0,214.6720044770208,0
1,1,35.0,0,0,60,0,82.75461364608421,0
1,1,35.0,0,0,60,0,214.6720044770208,0
0,2,25.0,0,0,120,0,23.589636389855862,0
0,1,45.0,0,0,60,0,258.9593778657409,0
0,2,25.0,0,0,30,0,217.38784045314486,0
1,3,75.0,1,1,30,0,113.62320534039827,0
1,2,65.0,1,0,60,0,219.3077992203636,1
1,1,5.0,0,0,60,0,47.188117893425904,0
1,3,95.0,0,0,60,0,268.11589646324717,1
1,1,85.0,0,0,60,0,269.1283773985625,0
1,3,85.0,1,0,30,0,281.97331123469087,0
0,2,5.0,0,0,30,0,471.1221099519294,1
1,1,55.0,1,0,60,0,229.33251462368972,1
1,3,15.0,0,0,120,0,8.167349533967485,0
1,3,15.0,0,0,120,0,8.167349533967485,0
1,2,45.0,0,0,30,0,50.28415499365576,0
1,2,45.0,0,1,30,1,208.8584576510556,1
0,2,55.0,0,0,120,1,259.2177245363904,1
0,2,55.0,0,0,120,1,374.4017690346111,1
0,2,55.0,0,0,120,1,259.2177245363904,1
0,2,55.0,0,0,120,1,374.4017690346111,1
1,1,25.0,0,0,30,0,29.53331088851766,0
1,1,15.0,2,0,60,0,223.48314043784424,0
1,2,35.0,0,0,90,0,42.96725071106054,0
1,1,35.0,0,1,60,0,46.63688093079346,0
1,2,65.0,0,0,60,0,101.52809270414629,0
1,1,5.0,0,0,60,0,73.86320950647544,0
1,1,5.0,0,0,60,0,190.66763899455398,0
1,2,35.0,1,0,60,0,336.11143121268015,1
1,2,25.0,0,0,30,0,124.56754586426928,1
1,2,75.0,1,0,30,0,296.94482460056594,1
1,2,5.0,0,0,30,0,131.48727035067336,0
1,3,55.0,1,0,60,0,13.702938501048164,0
1,3,55.0,0,0,60,1,325.233638153205,1
1,3,55.0,0,0,60,1,325.233638153205,0
0,1,45.0,0,0,300,1,33.406136704276165,0
1,3,95.0,1,0,60,0,219.94755906156345,1
1,2,5.0,0,1,60,0,42.171879523262476,0
1,2,85.0,0,0,60,0,104.85802697741056,0
0,2,95.0,1,0,60,0,348.017018140014,1
